CustomerID,Age,Income,CreditScore,AccountTier
CUST_0767,23,91626,614,Gold
CUST_0768,48,77660,763,Gold
CUST_0769,36,152997,470,Silver
CUST_0770,61,137832,531,Platinum
CUST_0771,71,150406,518,Platinum
CUST_0772,56,145150,580,Gold
CUST_0773,44,53320,536,Gold
CUST_0774,27,84881,667,Silver
CUST_0775,43,110827,754,Platinum
CUST_0776,36,122215,820,Gold
CUST_0777,56,154461,794,Gold
CUST_0778,20,81550,790,Platinum
CUST_0779,62,44826,833,Silver
CUST_0780,30,120734,845,Platinum
CUST_0781,67,118511,610,Silver
CUST_0782,45,31653,627,Silver
CUST_0783,37,101941,566,Silver
CUST_0784,45,53662,645,Platinum
CUST_0785,25,118818,832,Platinum
CUST_0786,58,115081,776,Gold
CUST_0787,56,56877,535,Gold
CUST_0788,18,131562,738,Gold
CUST_0789,20,92715,530,Platinum
CUST_0790,30,130091,601,Silver
CUST_0791,45,152632,510,Silver
CUST_0792,74,99148,510,Silver
CUST_0793,66,103186,803,Gold
CUST_0794,42,143629,477,Gold
CUST_0795,73,90316,492,Silver
CUST_0796,50,48380,618,Silver
CUST_0797,55,130198,535,Platinum
CUST_0798,70,22356,626,Silver
CUST_0799,23,90326,466,Gold
CUST_0800,61,112447,547,Platinum
CUST_0801,62,134994,647,Silver
CUST_0802,49,40049,547,Silver
CUST_0803,62,125361,514,Gold
CUST_0804,64,36082,779,Platinum
CUST_0805,38,20661,790,Gold
CUST_0806,33,22920,454,Platinum
CUST_0807,71,99561,451,Silver
CUST_0808,38,28946,471,Gold
CUST_0809,28,36309,561,Gold
CUST_0810,54,75230,506,Platinum
CUST_0811,53,131822,515,Silver
CUST_0812,52,132340,779,Platinum
CUST_0813,36,79321,547,Gold
CUST_0814,37,152028,593,Silver
CUST_0815,74,94131,817,Silver
CUST_0816,35,45963,574,Platinum
CUST_0817,64,121757,616,Silver
CUST_0818,58,119259,535,Silver
CUST_0819,66,59063,525,Silver
CUST_0820,31,134225,793,Platinum
CUST_0821,32,136400,743,Gold
CUST_0822,48,100818,508,Gold
CUST_0823,18,24703,587,Silver
CUST_0824,70,92099,548,Gold
CUST_0825,71,51585,641,Gold
CUST_0826,71,63585,692,Platinum
CUST_0827,20,46958,768,Platinum
CUST_0828,33,46017,498,Silver
CUST_0829,40,144677,481,Gold
CUST_0830,74,49426,840,Silver
CUST_0831,28,37778,726,Gold
CUST_0832,29,62229,469,Silver
CUST_0833,27,106652,603,Silver
CUST_0834,49,148267,832,Silver
CUST_0835,33,146503,517,Gold
CUST_0836,25,104878,815,Silver
CUST_0837,55,77056,821,Gold
CUST_0838,29,39975,663,Silver
CUST_0839,41,108397,592,Silver
CUST_0840,45,53142,825,Gold
CUST_0841,70,46916,681,Silver
CUST_0842,25,84324,662,Silver
CUST_0843,45,145932,528,Gold
CUST_0844,53,155720,663,Silver
CUST_0845,43,116059,565,Silver
CUST_0846,25,118317,541,Silver
CUST_0847,67,55046,719,Platinum
CUST_0848,45,121459,830,Gold
CUST_0849,45,65893,617,Gold
CUST_0850,54,121520,507,Gold
CUST_0851,58,145818,733,Silver
CUST_0852,53,81272,475,Silver
CUST_0853,44,87649,818,Gold
CUST_0854,71,84674,515,Silver
CUST_0855,34,106475,697,Silver
CUST_0856,26,81367,703,Silver
CUST_0857,50,141750,836,Silver
CUST_0858,70,138154,493,Platinum
CUST_0859,37,64738,546,Silver
CUST_0860,30,53397,491,Gold
CUST_0861,45,102189,676,Silver
CUST_0862,65,96367,711,Platinum
CUST_0863,46,140585,616,Silver
CUST_0864,30,96619,728,Silver
CUST_0865,63,131453,538,Gold
CUST_0866,52,39816,828,Gold
CUST_0867,23,157348,627,Silver
CUST_0868,35,99530,646,Silver
CUST_0869,68,128856,756,Silver
CUST_0870,22,91635,716,Silver
CUST_0871,64,127803,717,Silver
CUST_0872,42,55946,523,Silver
CUST_0873,19,75204,457,Silver
CUST_0874,27,35563,746,Silver
CUST_0875,73,112324,613,Gold
CUST_0876,47,29847,534,Platinum
CUST_0877,67,46155,521,Gold
CUST_0878,62,99671,504,Silver
CUST_0879,22,136891,842,Silver
CUST_0880,72,103310,496,Platinum
CUST_0881,73,151691,848,Silver
CUST_0882,50,54707,687,Silver
CUST_0883,71,101537,553,Gold
CUST_0884,18,111155,659,Gold
CUST_0885,35,20281,491,Gold
CUST_0886,49,152130,765,Silver
CUST_0887,64,96260,717,Silver
CUST_0888,66,84178,835,Platinum
CUST_0889,28,53997,712,Silver
CUST_0890,38,139273,785,Gold
CUST_0891,43,152311,836,Gold
CUST_0892,42,146945,814,Gold
CUST_0893,39,65272,708,Silver
CUST_0894,44,109393,732,Silver
CUST_0895,66,81212,563,Gold
CUST_0896,30,140030,812,Platinum
CUST_0897,50,76503,489,Platinum
CUST_0898,51,157710,669,Silver
CUST_0899,58,26570,578,Silver
CUST_0900,52,88785,457,Platinum
CUST_0901,18,29110,550,Gold
CUST_0902,38,99141,829,Platinum
CUST_0903,65,32115,625,Silver
CUST_0904,72,59062,556,Gold
CUST_0905,23,42911,550,Gold
CUST_0906,45,124061,709,Gold
CUST_0907,34,52556,815,Silver
CUST_0908,22,148335,695,Silver
CUST_0909,48,21969,724,Gold
CUST_0910,22,63753,481,Silver
CUST_0911,55,155542,586,Silver
CUST_0912,20,141863,461,Platinum
CUST_0913,70,30225,844,Silver
CUST_0914,40,143008,751,Platinum
CUST_0915,54,125823,824,Silver
CUST_0916,70,33669,465,Gold
CUST_0917,54,144398,578,Platinum
CUST_0918,27,130677,512,Silver
CUST_0919,27,68320,558,Silver
CUST_0920,36,145354,824,Silver
CUST_0921,34,108009,470,Silver
CUST_0922,38,48625,607,Gold
CUST_0923,31,44089,718,Platinum
CUST_0924,26,56487,611,Silver
CUST_0925,63,130448,709,Silver
CUST_0926,18,70138,551,Silver
CUST_0927,68,74061,672,Gold
CUST_0928,62,121376,508,Silver
CUST_0929,30,99134,696,Gold
CUST_0930,21,67055,577,Gold
CUST_0931,18,39508,732,Gold
CUST_0932,66,130169,774,Silver
CUST_0933,57,28125,474,Gold
CUST_0934,49,56059,580,Silver
CUST_0935,51,123409,802,Silver
CUST_0936,45,25704,645,Platinum
CUST_0937,48,131279,730,Gold
CUST_0938,25,138516,603,Silver
CUST_0939,56,134044,831,Silver
CUST_0940,43,49165,582,Silver
CUST_0941,51,87203,676,Silver
CUST_0942,71,24114,638,Silver
CUST_0943,71,56321,714,Silver
CUST_0944,20,93297,821,Silver
CUST_0945,67,116652,583,Gold
CUST_0946,29,119304,660,Gold
CUST_0947,18,37772,509,Gold
CUST_0948,71,123754,826,Silver
CUST_0949,61,23712,844,Platinum
CUST_0950,22,152439,813,Platinum
CUST_0951,47,135142,813,Platinum
CUST_0952,47,111736,662,Platinum
CUST_0953,74,71924,665,Platinum
CUST_0954,34,23726,675,Gold
CUST_0955,65,109152,580,Silver
CUST_0956,64,47723,525,Gold
CUST_0957,40,146969,735,Gold
CUST_0958,32,120494,726,Gold
CUST_0959,54,55643,605,Gold
CUST_0960,38,123896,697,Silver
CUST_0961,31,159999,667,Silver
CUST_0962,19,113680,639,Platinum
CUST_0963,28,116546,612,Gold
CUST_0964,68,99973,629,Gold
CUST_0965,56,83449,483,Silver
CUST_0966,55,129834,490,Silver
CUST_0967,51,45537,756,Platinum
CUST_0968,55,97576,787,Gold
CUST_0969,67,127522,763,Gold
CUST_0970,51,42612,524,Silver
CUST_0971,35,26471,728,Gold
CUST_0972,47,51348,625,Silver
CUST_0973,32,21177,833,Gold
CUST_0974,44,155832,599,Silver
CUST_0975,68,52779,722,Silver
CUST_0976,51,41636,774,Gold
CUST_0977,69,101889,557,Platinum
CUST_0978,74,73551,588,Silver
CUST_0979,55,66819,799,Platinum
CUST_0980,50,93770,720,Silver
CUST_0981,41,98714,796,Silver
CUST_0982,32,44596,738,Silver
CUST_0983,47,84106,661,Silver
CUST_0984,72,79182,830,Gold
CUST_0985,59,107163,721,Silver
CUST_0986,68,59310,515,Silver
CUST_0987,34,76088,697,Platinum
CUST_0988,22,148803,605,Silver
CUST_0989,46,159978,496,Gold
CUST_0990,21,56914,650,Silver
CUST_0991,27,130350,597,Gold
CUST_0992,73,65379,573,Silver
CUST_0993,34,66413,450,Silver
CUST_0994,27,157084,696,Silver
CUST_0995,34,27151,792,Silver
CUST_0996,37,77716,577,Silver
CUST_0997,41,113747,640,Gold
CUST_0998,22,141999,516,Platinum
CUST_0999,51,134793,453,Platinum
CUST_1000,23,128177,752,Gold
